Date,Sales,IsHoliday
2/5/2010,15694.17,FALSE
2/12/2010,16720.84,TRUE
2/19/2010,15918.98,FALSE
2/26/2010,15673.94,FALSE
3/5/2010,15680.71,FALSE
3/12/2010,14708.62,FALSE
3/19/2010,15871.19,FALSE
3/26/2010,14385.66,FALSE
4/2/2010,14810.01,FALSE
4/9/2010,16418.64,FALSE
4/16/2010,15583.62,FALSE
4/23/2010,14283.64,FALSE
4/30/2010,13879.7,FALSE
5/7/2010,15356.54,FALSE
5/14/2010,14806.08,FALSE
5/21/2010,14381.02,FALSE
5/28/2010,14905.3,FALSE
6/4/2010,16789.53,FALSE
6/11/2010,15921.66,FALSE
6/18/2010,15898.96,FALSE
6/25/2010,13454.31,FALSE
7/2/2010,14823.95,FALSE
7/9/2010,15996.89,FALSE
7/16/2010,15660.62,FALSE
7/23/2010,15771.6,FALSE
7/30/2010,15166.99,FALSE
8/6/2010,17325.53,FALSE
8/13/2010,16193.2,FALSE
8/20/2010,15204.72,FALSE
8/27/2010,14737.16,FALSE
9/3/2010,16173.15,FALSE
9/10/2010,16198.34,TRUE
9/17/2010,14457.98,FALSE
9/24/2010,15325.49,FALSE
10/1/2010,15460.88,FALSE
10/8/2010,16474.09,FALSE
10/15/2010,17350.62,FALSE
10/22/2010,14968.65,FALSE
10/29/2010,15570.63,FALSE
11/5/2010,15412.29,FALSE
11/12/2010,15510.94,FALSE
11/19/2010,16193.03,FALSE
11/26/2010,16373.34,TRUE
12/3/2010,13560.2,FALSE
12/10/2010,17072.7,FALSE
12/17/2010,17049.07,FALSE
12/24/2010,19131.59,FALSE
12/31/2010,14170.58,TRUE
1/7/2011,14670.69,FALSE
1/14/2011,15334.15,FALSE
1/21/2011,15318.89,FALSE
1/28/2011,14709.23,FALSE
2/4/2011,15251.2,FALSE
2/11/2011,16445.48,TRUE
2/18/2011,16085.05,FALSE
2/25/2011,15171.01,FALSE
3/4/2011,15767.86,FALSE
3/11/2011,17136.59,FALSE
3/18/2011,17498.01,FALSE
3/25/2011,16470.38,FALSE
4/1/2011,15131.87,FALSE
4/8/2011,16632.37,FALSE
4/15/2011,16565.09,FALSE
4/22/2011,16110.57,FALSE
4/29/2011,15630.25,FALSE
5/6/2011,17454.19,FALSE
5/13/2011,16862.36,FALSE
5/20/2011,16973.96,FALSE
5/27/2011,16729.47,FALSE
6/3/2011,18044.78,FALSE
6/10/2011,16982.86,FALSE
6/17/2011,17338.92,FALSE
6/24/2011,16536.03,FALSE
7/1/2011,16980.03,FALSE
7/8/2011,16737.68,FALSE
7/15/2011,8990.81,FALSE
7/22/2011,7320.66,FALSE
7/29/2011,7728.65,FALSE
8/5/2011,18308.8,FALSE
8/12/2011,20124.61,FALSE
8/19/2011,19146.71,FALSE
8/26/2011,17705.84,FALSE
9/2/2011,18477.42,FALSE
9/9/2011,19080.96,TRUE
9/16/2011,18221.94,FALSE
9/23/2011,17403.83,FALSE
9/30/2011,17443.45,FALSE
10/7/2011,19283.73,FALSE
10/14/2011,18893.16,FALSE
10/21/2011,18211.25,FALSE
10/28/2011,16612.64,FALSE
11/4/2011,17737.56,FALSE
11/11/2011,18932.74,FALSE
11/18/2011,19646.97,FALSE
11/25/2011,17754.36,TRUE
12/2/2011,16633.66,FALSE
12/9/2011,19046.33,FALSE
12/16/2011,20943.81,FALSE
12/23/2011,22350.09,FALSE
12/30/2011,15722.33,TRUE
1/6/2012,18903.84,FALSE
1/13/2012,17716.26,FALSE
1/20/2012,16501.99,FALSE
1/27/2012,16269.33,FALSE
2/3/2012,16911.18,FALSE
2/10/2012,20426.69,TRUE
2/17/2012,19404.9,FALSE
2/24/2012,18321.35,FALSE
3/2/2012,18733.18,FALSE
3/9/2012,19494.95,FALSE
3/16/2012,20586.63,FALSE
3/23/2012,18570.59,FALSE
3/30/2012,18378.63,FALSE
4/6/2012,21547.43,FALSE
4/13/2012,20158.89,FALSE
4/20/2012,19254.51,FALSE
4/27/2012,17687.19,FALSE
5/4/2012,19124.22,FALSE
5/11/2012,20460.41,FALSE
5/18/2012,18939.91,FALSE
5/25/2012,19421.03,FALSE
6/1/2012,19270.99,FALSE
6/8/2012,20833.84,FALSE
6/15/2012,21658.4,FALSE
6/22/2012,19063.5,FALSE
6/29/2012,19180.42,FALSE
7/6/2012,22615.85,FALSE
7/13/2012,19943.94,FALSE
7/20/2012,19375.38,FALSE
7/27/2012,18050.22,FALSE
8/3/2012,19943.02,FALSE
8/10/2012,19874.45,FALSE
8/17/2012,20021.35,FALSE
8/24/2012,18713.54,FALSE
8/31/2012,19276.87,FALSE
9/7/2012,21718.71,TRUE
9/14/2012,19345.96,FALSE
9/21/2012,18448.27,FALSE
9/28/2012,17848.52,FALSE
10/5/2012,21007.2,FALSE
10/12/2012,20014.24,FALSE
10/19/2012,19217.27,FALSE
10/26/2012,17918.31,FALSE
