Date,Sales,IsHoliday
2/5/2010,11609.5,FALSE
2/12/2010,13268.75,TRUE
2/19/2010,10271.25,FALSE
2/26/2010,10218.67,FALSE
3/5/2010,10345.5,FALSE
3/12/2010,10705.75,FALSE
3/19/2010,12213.5,FALSE
3/26/2010,13876.5,FALSE
4/2/2010,14964.5,FALSE
4/9/2010,12906,FALSE
4/16/2010,12360.85,FALSE
4/23/2010,11295.45,FALSE
4/30/2010,11435.6,FALSE
5/7/2010,11446.25,FALSE
5/14/2010,11247,FALSE
5/21/2010,11805.5,FALSE
5/28/2010,11229.88,FALSE
6/4/2010,13504.5,FALSE
6/11/2010,11220.75,FALSE
6/18/2010,10119,FALSE
6/25/2010,10956.25,FALSE
7/2/2010,10504.25,FALSE
7/9/2010,9082.5,FALSE
7/16/2010,9096.1,FALSE
7/23/2010,8238.77,FALSE
7/30/2010,8319.6,FALSE
8/6/2010,8737.4,FALSE
8/13/2010,8857.17,FALSE
8/20/2010,10173.93,FALSE
8/27/2010,11156.75,FALSE
9/3/2010,9170.32,FALSE
9/10/2010,8239.24,TRUE
9/17/2010,7817.07,FALSE
9/24/2010,7886.08,FALSE
10/1/2010,8643.04,FALSE
10/8/2010,10343.22,FALSE
10/15/2010,9056.33,FALSE
10/22/2010,9422.39,FALSE
10/29/2010,10949.11,FALSE
11/5/2010,10713.05,FALSE
11/12/2010,9402.53,FALSE
11/19/2010,9919.34,FALSE
11/26/2010,11504.57,TRUE
12/3/2010,10536.65,FALSE
12/10/2010,11086.99,FALSE
12/17/2010,12313.4,FALSE
12/24/2010,17880.04,FALSE
12/31/2010,7182.16,TRUE
1/7/2011,6747.11,FALSE
1/14/2011,6816.68,FALSE
1/21/2011,6624.78,FALSE
1/28/2011,6431.82,FALSE
2/4/2011,10044.53,FALSE
2/11/2011,8484.31,TRUE
2/18/2011,9605.64,FALSE
2/25/2011,9337.71,FALSE
3/4/2011,12060.08,FALSE
3/11/2011,10509.59,FALSE
3/18/2011,11290.68,FALSE
3/25/2011,13071.74,FALSE
4/1/2011,10570.5,FALSE
4/8/2011,10712.47,FALSE
4/15/2011,10168.91,FALSE
4/22/2011,10590.44,FALSE
4/29/2011,10050.82,FALSE
5/6/2011,10466.42,FALSE
5/13/2011,10360.45,FALSE
5/20/2011,9257.67,FALSE
5/27/2011,9204.18,FALSE
6/3/2011,10967.44,FALSE
6/10/2011,9735.2,FALSE
6/17/2011,11024.11,FALSE
6/24/2011,11050.45,FALSE
7/1/2011,10158.06,FALSE
7/8/2011,10506.09,FALSE
7/15/2011,7500.17,FALSE
7/22/2011,7703.58,FALSE
7/29/2011,7299.9,FALSE
8/5/2011,10582.42,FALSE
8/12/2011,8731.19,FALSE
8/19/2011,8972.53,FALSE
8/26/2011,10073.34,FALSE
9/2/2011,8186.36,FALSE
9/9/2011,9241.48,TRUE
9/16/2011,7613.85,FALSE
9/23/2011,7538.64,FALSE
9/30/2011,8010.24,FALSE
10/7/2011,8907.86,FALSE
10/14/2011,9111.45,FALSE
10/21/2011,9014.23,FALSE
10/28/2011,10461.93,FALSE
11/4/2011,11718.41,FALSE
11/11/2011,10417.72,FALSE
11/18/2011,8130.08,FALSE
11/25/2011,11997.22,TRUE
12/2/2011,10721.09,FALSE
12/9/2011,11802.37,FALSE
12/16/2011,11820.17,FALSE
12/23/2011,15195.72,FALSE
12/30/2011,9327.8,TRUE
1/6/2012,7359.16,FALSE
1/13/2012,6384.22,FALSE
1/20/2012,5272.76,FALSE
1/27/2012,6350.26,FALSE
2/3/2012,8798.84,FALSE
2/10/2012,10179.01,TRUE
2/17/2012,10930.07,FALSE
2/24/2012,10225.67,FALSE
3/2/2012,11620.37,FALSE
3/9/2012,13087.32,FALSE
3/16/2012,13002.03,FALSE
3/23/2012,11387.52,FALSE
3/30/2012,15027.13,FALSE
4/6/2012,14732.09,FALSE
4/13/2012,12736.32,FALSE
4/20/2012,10115.85,FALSE
4/27/2012,10563.87,FALSE
5/4/2012,13530.43,FALSE
5/11/2012,10206.26,FALSE
5/18/2012,10029.04,FALSE
5/25/2012,10702.21,FALSE
6/1/2012,11528.12,FALSE
6/8/2012,10527.53,FALSE
6/15/2012,10329.88,FALSE
6/22/2012,9848.45,FALSE
6/29/2012,9566.04,FALSE
7/6/2012,11324.5,FALSE
7/13/2012,8281.23,FALSE
7/20/2012,9237.46,FALSE
7/27/2012,8528.82,FALSE
8/3/2012,10019.2,FALSE
8/10/2012,8614.67,FALSE
8/17/2012,9780.51,FALSE
8/24/2012,10625.07,FALSE
8/31/2012,10284.77,FALSE
9/7/2012,7461.45,TRUE
9/14/2012,7541.58,FALSE
9/21/2012,7804.28,FALSE
9/28/2012,7685.71,FALSE
10/5/2012,11140.24,FALSE
10/12/2012,10485.04,FALSE
10/19/2012,8702.47,FALSE
10/26/2012,11066.13,FALSE
