Date,Sales,IsHoliday
2/5/2010,56655.39,FALSE
2/12/2010,62329.48,TRUE
2/19/2010,72212.32,FALSE
2/26/2010,55501.07,FALSE
3/5/2010,59201.37,FALSE
3/12/2010,61326.35,FALSE
3/19/2010,64718.53,FALSE
3/26/2010,59159.95,FALSE
4/2/2010,66172.11,FALSE
4/9/2010,69441.1,FALSE
4/16/2010,67420.53,FALSE
4/23/2010,60764.62,FALSE
4/30/2010,60744.62,FALSE
5/7/2010,67595.65,FALSE
5/14/2010,78903.78,FALSE
5/21/2010,57772.04,FALSE
5/28/2010,58985.55,FALSE
6/4/2010,64495.92,FALSE
6/11/2010,64201,FALSE
6/18/2010,66420.45,FALSE
6/25/2010,61964.14,FALSE
7/2/2010,62795.87,FALSE
7/9/2010,64929.24,FALSE
7/16/2010,60224.73,FALSE
7/23/2010,58125.31,FALSE
7/30/2010,57827.97,FALSE
8/6/2010,65856.36,FALSE
8/13/2010,66025.47,FALSE
8/20/2010,62691.49,FALSE
8/27/2010,60797.36,FALSE
9/3/2010,64285.98,FALSE
9/10/2010,64872.11,TRUE
9/17/2010,60505.14,FALSE
9/24/2010,54232.52,FALSE
10/1/2010,56157.83,FALSE
10/8/2010,60790.29,FALSE
10/15/2010,59131.49,FALSE
10/22/2010,53704.97,FALSE
10/29/2010,54463.34,FALSE
11/5/2010,53352.96,FALSE
11/12/2010,52564.16,FALSE
11/19/2010,55213.82,FALSE
11/26/2010,61809.29,TRUE
12/3/2010,45989.26,FALSE
12/10/2010,50531.16,FALSE
12/17/2010,54141.38,FALSE
12/24/2010,68231.85,FALSE
12/31/2010,47135.72,TRUE
1/7/2011,54928.05,FALSE
1/14/2011,57078.51,FALSE
1/21/2011,54523.83,FALSE
1/28/2011,55124.2,FALSE
2/4/2011,60453.29,FALSE
2/11/2011,61350.19,TRUE
2/18/2011,76866.41,FALSE
2/25/2011,58180.35,FALSE
3/4/2011,65683.02,FALSE
3/11/2011,67507.29,FALSE
3/18/2011,69906.91,FALSE
3/25/2011,67004.6,FALSE
4/1/2011,66295.21,FALSE
4/8/2011,72950.86,FALSE
4/15/2011,73864.24,FALSE
4/22/2011,73194.65,FALSE
4/29/2011,68973.95,FALSE
5/6/2011,73210.1,FALSE
5/13/2011,86052.03,FALSE
5/20/2011,65244.11,FALSE
5/27/2011,68368.2,FALSE
6/3/2011,69573.58,FALSE
6/10/2011,68642.16,FALSE
6/17/2011,64493.89,FALSE
6/24/2011,60233.74,FALSE
7/1/2011,64090.76,FALSE
7/8/2011,68829.04,FALSE
7/15/2011,66176.37,FALSE
7/22/2011,64679.25,FALSE
7/29/2011,60914.58,FALSE
8/5/2011,71058.02,FALSE
8/12/2011,71110.75,FALSE
8/19/2011,67602.79,FALSE
8/26/2011,66796.49,FALSE
9/2/2011,69864.82,FALSE
9/9/2011,67510.59,TRUE
9/16/2011,69043.67,FALSE
9/23/2011,61440.47,FALSE
9/30/2011,58101.89,FALSE
10/7/2011,66759.5,FALSE
10/14/2011,62602.91,FALSE
10/21/2011,60047.94,FALSE
10/28/2011,58438.32,FALSE
11/4/2011,59511.97,FALSE
11/11/2011,59519.38,FALSE
11/18/2011,58927.88,FALSE
11/25/2011,66409.13,TRUE
12/2/2011,48815.7,FALSE
12/9/2011,52715.57,FALSE
12/16/2011,57060.85,FALSE
12/23/2011,70155.23,FALSE
12/30/2011,48990.5,TRUE
1/6/2012,62835.69,FALSE
1/13/2012,62645.2,FALSE
1/20/2012,61140.38,FALSE
1/27/2012,58956.82,FALSE
2/3/2012,63151.36,FALSE
2/10/2012,64979.66,TRUE
2/17/2012,85110.74,FALSE
2/24/2012,58256.37,FALSE
3/2/2012,60983.85,FALSE
3/9/2012,62615,FALSE
3/16/2012,64586.65,FALSE
3/23/2012,61317.04,FALSE
3/30/2012,62567.09,FALSE
4/6/2012,73687.58,FALSE
4/13/2012,68132.38,FALSE
4/20/2012,63164.15,FALSE
4/27/2012,62287.53,FALSE
5/4/2012,65730.41,FALSE
5/11/2012,73401.98,FALSE
5/18/2012,82834.82,FALSE
5/25/2012,63667.37,FALSE
6/1/2012,63037.75,FALSE
6/8/2012,62553.95,FALSE
6/15/2012,63073.2,FALSE
6/22/2012,58804.32,FALSE
6/29/2012,60793.02,FALSE
7/6/2012,65667.98,FALSE
7/13/2012,61039.78,FALSE
7/20/2012,61193.95,FALSE
7/27/2012,59097.29,FALSE
8/3/2012,65566.19,FALSE
8/10/2012,65343.75,FALSE
8/17/2012,69099.59,FALSE
8/24/2012,60145.51,FALSE
8/31/2012,62779.63,FALSE
9/7/2012,70775.53,TRUE
9/14/2012,64491.29,FALSE
9/21/2012,61873.33,FALSE
9/28/2012,58663.94,FALSE
10/5/2012,63583.95,FALSE
10/12/2012,62887.85,FALSE
10/19/2012,62767.87,FALSE
10/26/2012,60278.73,FALSE
